item_id,datetime,month,region,mgrs_tile,cloud_cover_pct,B02_blue,B03_green,B04_red,B08_nir,B11_swir16,B12_swir22,NDVI,NDBI,NDMI,BSI
S2C_35SMC_20250822_0_L2A,2025-08-22 09:20:00.437000+00:00,2025-08,Lesvos,MGRS-35SMC,0.0,0.048109,0.039003,0.036663,0.033599,0.035752,0.032474,-0.0436,0.0311,-0.0311,-0.0603
S2B_35SMD_20250725_0_L2A,2025-07-25 09:09:33.678000+00:00,2025-07,Lesvos,MGRS-35SMD,0.01,0.050317,0.052621,0.057918,0.110903,0.112276,0.080049,0.3139,0.0062,-0.0062,0.0271
S2B_35SMD_20250625_1_L2A,2025-06-25 09:09:33.621000+00:00,2025-06,Lesvos,MGRS-35SMD,0.01,0.050884,0.052789,0.057201,0.11609,0.111247,0.080925,0.3398,-0.0213,0.0213,0.0044
S2C_35SMC_20250514_0_L2A,2025-05-14 09:19:57.804000+00:00,2025-05,Lesvos,MGRS-35SMC,0.11,0.094238,0.085607,0.087237,0.086945,0.089701,0.080862,-0.0017,0.0156,-0.0156,-0.0119
S2C_35SMC_20250421_0_L2A,2025-04-21 09:10:08.030000+00:00,2025-04,Lesvos,MGRS-35SMC,0.23,0.022421,0.014939,0.010321,0.0236,0.02047,0.014616,0.3915,-0.071,0.071,-0.1983
S2A_35SMD_20240926_1_L2A,2024-09-26 09:19:38.593000+00:00,2024-09,Lesvos,MGRS-35SMD,0.0,0.023223,0.010164,0.00446,0.002373,0.001001,0.000975,-0.3054,-0.4066,0.4066,-0.6483
S2B_35SMD_20240819_0_L2A,2024-08-19 09:09:33.397000+00:00,2024-08,Lesvos,MGRS-35SMD,0.0,0.036515,0.03979,0.045176,0.100312,0.097792,0.066879,0.379,-0.0127,0.0127,0.0219
S2B_35SMC_20240720_0_L2A,2024-07-20 09:09:49.967000+00:00,2024-07,Lesvos,MGRS-35SMC,0.01,0.035421,0.024688,0.022589,0.031453,0.03538,0.028371,0.164,0.0588,-0.0588,-0.0713
S2A_35SMD_20240625_0_L2A,2024-06-25 09:09:35.425000+00:00,2024-06,Lesvos,MGRS-35SMD,0.01,0.044955,0.052475,0.058721,0.120242,0.114448,0.07931,0.3438,-0.0247,0.0247,0.0236
S2B_35SMD_20240521_0_L2A,2024-05-21 09:09:31.188000+00:00,2024-05,Lesvos,MGRS-35SMD,0.0,0.035873,0.043632,0.047495,0.115051,0.102608,0.073554,0.4156,-0.0572,0.0572,-0.0027
S2B_35SMC_20240414_0_L2A,2024-04-14 09:19:41.703000+00:00,2024-04,Lesvos,MGRS-35SMC,0.0,0.039673,0.028169,0.025786,0.024407,0.028936,0.028324,-0.0275,0.0849,-0.0849,-0.0788
S2A_35SMC_20230922_0_L2A,2023-09-22 09:19:42.592000+00:00,2023-09,Lesvos,MGRS-35SMC,0.0,0.027917,0.019301,0.01524,0.013338,0.013283,0.01143,-0.0666,-0.002,0.002,-0.1824
S2B_35SMC_20230818_0_L2A,2023-08-18 09:19:46.235000+00:00,2023-08,Lesvos,MGRS-35SMC,0.0,0.058679,0.041843,0.032207,0.02524,0.021917,0.019494,-0.1213,-0.0705,0.0705,-0.2158
S2B_35SMD_20230726_0_L2A,2023-07-26 09:09:37.751000+00:00,2023-07,Lesvos,MGRS-35SMD,0.01,0.035955,0.044083,0.05036,0.107346,0.105003,0.076133,0.3613,-0.011,0.011,0.0404
S2A_35SMC_20230621_0_L2A,2023-06-21 09:09:50.284000+00:00,2023-06,Lesvos,MGRS-35SMC,0.06,0.050604,0.042174,0.037866,0.046977,0.045005,0.036857,0.1074,-0.0214,0.0214,-0.0815
S2B_35SMC_20230520_0_L2A,2023-05-20 09:19:45.788000+00:00,2023-05,Lesvos,MGRS-35SMC,0.12,0.107252,0.101185,0.107475,0.104667,0.118969,0.11518,-0.0132,0.064,-0.064,0.0331
S2A_35SMC_20230422_0_L2A,2023-04-22 09:09:45.414000+00:00,2023-04,Lesvos,MGRS-35SMC,2.96,0.024222,0.015104,0.010049,0.022999,0.017116,0.012158,0.3919,-0.1467,0.1467,-0.2696
S2A_35SMC_20220914_0_L2A,2022-09-14 09:09:56.287000+00:00,2022-09,Lesvos,MGRS-35SMC,0.01,0.012971,0.007315,0.007283,0.016433,0.018457,0.013666,0.3858,0.058,-0.058,-0.0664
S2A_35SMC_20220818_0_L2A,2022-08-18 09:19:53.479000+00:00,2022-08,Lesvos,MGRS-35SMC,0.0,0.052856,0.042896,0.039426,0.034466,0.037347,0.035175,-0.0671,0.0401,-0.0401,-0.0643
S2A_35SMD_20220726_0_L2A,2022-07-26 09:09:41.828000+00:00,2022-07,Lesvos,MGRS-35SMD,0.01,0.042288,0.047597,0.051801,0.105255,0.103258,0.072129,0.3403,-0.0096,0.0096,0.0248
S2A_35SMC_20220616_0_L2A,2022-06-16 09:09:57.497000+00:00,2022-06,Lesvos,MGRS-35SMC,0.04,0.041836,0.035501,0.034107,0.04341,0.045682,0.037081,0.12,0.0255,-0.0255,-0.0331
S2B_35SMC_20220522_0_L2A,2022-05-22 09:09:46.550000+00:00,2022-05,Lesvos,MGRS-35SMC,0.01,0.03648,0.023999,0.0204,0.031625,0.028612,0.022884,0.2157,-0.05,0.05,-0.163
S2A_35SMD_20220427_0_L2A,2022-04-27 09:09:36.966000+00:00,2022-04,Lesvos,MGRS-35SMD,0.05,0.027753,0.036684,0.035429,0.104969,0.083529,0.056537,0.4953,-0.1137,0.1137,-0.0547
S2B_35SMC_20210927_1_L2A,2021-09-27 09:19:39.719000+00:00,2021-09,Lesvos,MGRS-35SMC,0.0,0.009033,0.000124,0.0001,0.000101,0.001787,0.002739,0.0026,0.8935,-0.8935,-0.6576
S2A_35SMC_20210823_0_L2A,2021-08-23 09:19:43.094000+00:00,2021-08,Lesvos,MGRS-35SMC,0.02,0.056977,0.048157,0.044282,0.039857,0.041952,0.038734,-0.0526,0.0256,-0.0256,-0.0579
S2B_35SMD_20210729_1_L2A,2021-07-29 09:19:29.697000+00:00,2021-07,Lesvos,MGRS-35SMD,0.0,0.063749,0.07176,0.078169,0.140407,0.141897,0.106343,0.2847,0.0053,-0.0053,0.0375
S2B_35SMC_20210626_1_L2A,2021-06-26 09:09:47.142000+00:00,2021-06,Lesvos,MGRS-35SMC,0.11,0.036332,0.027528,0.027202,0.037556,0.039447,0.031722,0.1599,0.0246,-0.0246,-0.0515
S2A_35SMD_20210525_1_L2A,2021-05-25 09:19:28.557000+00:00,2021-05,Lesvos,MGRS-35SMD,0.2,0.060115,0.072049,0.074829,0.146155,0.134199,0.098341,0.3228,-0.0426,0.0426,0.0066
S2B_35SMD_20210430_1_L2A,2021-04-30 09:19:23.734000+00:00,2021-04,Lesvos,MGRS-35SMD,0.01,0.044423,0.050487,0.045504,0.131747,0.099395,0.068476,0.4866,-0.14,0.14,-0.0974
S2B_35SMD_20200922_1_L2A,2020-09-22 09:19:30.159000+00:00,2020-09,Lesvos,MGRS-35SMD,0.13,0.030143,0.036378,0.041874,0.102319,0.103335,0.06995,0.4192,0.0049,-0.0049,0.0459
S2A_35SMC_20200828_1_L2A,2020-08-28 09:19:46.076000+00:00,2020-08,Lesvos,MGRS-35SMC,0.0,0.02554,0.016335,0.013518,0.012296,0.015007,0.014832,-0.0473,0.0993,-0.0993,-0.1403
S2A_35SMD_20200726_1_L2A,2020-07-26 09:09:37.394000+00:00,2020-07,Lesvos,MGRS-35SMD,0.0,0.04108,0.046333,0.048841,0.103506,0.10191,0.071376,0.3588,-0.0078,0.0078,0.0209
S2A_35SMC_20200626_1_L2A,2020-06-26 09:09:51.955000+00:00,2020-06,Lesvos,MGRS-35SMC,0.72,0.050659,0.042693,0.03956,0.049417,0.049074,0.039853,0.1108,-0.0035,0.0035,-0.0606
S2A_35SMD_20200510_1_L2A,2020-05-10 09:19:32.362000+00:00,2020-05,Lesvos,MGRS-35SMD,0.0,0.051125,0.059431,0.057129,0.138242,0.111097,0.078482,0.4152,-0.1089,0.1089,-0.0591
S2B_35SMC_20200425_1_L2A,2020-04-25 09:19:35.815000+00:00,2020-04,Lesvos,MGRS-35SMC,2.77,0.048087,0.038688,0.03674,0.035134,0.038216,0.037941,-0.0224,0.042,-0.042,-0.0522
S2B_35SMD_20190928_1_L2A,2019-09-28 09:19:28.125000+00:00,2019-09,Lesvos,MGRS-35SMD,0.0,0.026883,0.031731,0.03646,0.101266,0.093065,0.06268,0.4705,-0.0422,0.0422,0.0053
S2B_35SMD_20190829_1_L2A,2019-08-29 09:19:31.840000+00:00,2019-08,Lesvos,MGRS-35SMD,0.0,0.039879,0.046289,0.051629,0.116284,0.11245,0.078992,0.3851,-0.0168,0.0168,0.0247
S2B_35SMD_20190727_1_L2A,2019-07-27 09:09:40.105000+00:00,2019-07,Lesvos,MGRS-35SMD,0.0,0.043735,0.04515,0.04671,0.107414,0.098287,0.07136,0.3939,-0.0444,0.0444,-0.0208
S2B_35SMC_20190627_1_L2A,2019-06-27 09:09:54.878000+00:00,2019-06,Lesvos,MGRS-35SMC,0.01,0.04503,0.035329,0.033334,0.043515,0.045502,0.037717,0.1325,0.0223,-0.0223,-0.058
S2B_35SMC_20190528_1_L2A,2019-05-28 09:09:54.954000+00:00,2019-05,Lesvos,MGRS-35SMC,0.13,0.023014,0.02226,0.025081,0.041103,0.042874,0.035184,0.2421,0.0211,-0.0211,0.0291
S2A_35SMD_20190426_1_L2A,2019-04-26 09:19:31.327000+00:00,2019-04,Lesvos,MGRS-35SMD,0.03,0.041784,0.056992,0.054272,0.138681,0.101103,0.067505,0.4375,-0.1567,0.1567,-0.0747
S2B_35SMD_20180923_1_L2A,2018-09-23 09:19:21.028000+00:00,2018-09,Lesvos,MGRS-35SMD,0.0,0.029115,0.033178,0.03676,0.099361,0.093256,0.063866,0.4599,-0.0317,0.0317,0.006
S2B_35SMC_20180824_1_L2A,2018-08-24 09:19:33.029000+00:00,2018-08,Lesvos,MGRS-35SMC,0.0,0.031604,0.019225,0.016472,0.014352,0.020581,0.020855,-0.0688,0.1783,-0.1783,-0.1073
S2A_35SMC_20180730_0_L2A,2018-07-30 09:16:40.253000+00:00,2018-07,Lesvos,MGRS-35SMC,0.14,0.097908,0.08755,0.086898,0.079842,0.092233,0.08796,-0.0423,0.072,-0.072,0.0039
S2B_35SMC_20180612_1_L2A,2018-06-12 09:09:44.451000+00:00,2018-06,Lesvos,MGRS-35SMC,0.01,0.048822,0.037929,0.036056,0.047224,0.045751,0.038579,0.1341,-0.0158,0.0158,-0.0801
S2B_35SMD_20180513_0_L2A,2018-05-13 09:00:13.219000+00:00,2018-05,Lesvos,MGRS-35SMD,0.27,0.047341,0.04645,0.045464,0.103772,0.092211,0.067172,0.3907,-0.059,0.059,-0.0465
S2B_35SMD_20180426_0_L2A,2018-04-26 09:09:18.100000+00:00,2018-04,Lesvos,MGRS-35SMD,0.03,0.041004,0.042672,0.04041,0.11994,0.095451,0.062411,0.496,-0.1137,0.1137,-0.0845
S2B_35SMC_20170908_0_L2A,2017-09-08 09:19:06.806000+00:00,2017-09,Lesvos,MGRS-35SMC,0.01,0.020998,0.006676,0.000619,0.000191,0.001057,0.001346,-0.5287,0.6939,-0.6939,-0.8534
S2B_35SMC_20170829_0_L2A,2017-08-29 09:08:41.637000+00:00,2017-08,Lesvos,MGRS-35SMC,0.01,0.050278,0.035986,0.0288,0.023604,0.021814,0.020732,-0.0992,-0.0394,0.0394,-0.1869
S2B_35SMC_20170730_0_L2A,2017-07-30 09:18:59.367000+00:00,2017-07,Lesvos,MGRS-35SMC,0.02,0.07712,0.068169,0.068795,0.062021,0.07017,0.070053,-0.0518,0.0616,-0.0616,-0.0006
S2B_35SMD_20170630_0_L2A,2017-06-30 09:18:01.648000+00:00,2017-06,Lesvos,MGRS-35SMD,4.95,0.065707,0.075077,0.082075,0.140639,0.140891,0.108339,0.263,0.0009,-0.0009,0.0387
S2A_35SMD_20170416_0_L2A,2017-04-16 09:08:07.947000+00:00,2017-04,Lesvos,MGRS-35SMD,14.16,0.052696,0.060836,0.058368,0.138303,0.108082,0.075596,0.4064,-0.1227,0.1227,-0.0687
S2B_34TDK_20250922_0_L2A,2025-09-22 09:39:24.162000+00:00,2025-09,Epirus,MGRS-34TDK,0.0,0.032636,0.05593,0.051924,0.265664,0.18896,0.109994,0.673,-0.1687,0.1687,-0.1065
S2C_34TDK_20250828_0_L2A,2025-08-28 09:39:49.196000+00:00,2025-08,Epirus,MGRS-34TDK,0.01,0.035605,0.064092,0.061174,0.291724,0.213273,0.116916,0.6533,-0.1553,0.1553,-0.0879
S2C_34SEJ_20250726_0_L2A,2025-07-26 09:30:02.158000+00:00,2025-07,Epirus,MGRS-34SEJ,0.0,0.055254,0.090119,0.084649,0.33664,0.254489,0.146668,0.5981,-0.139,0.139,-0.0722
S2C_34SDJ_20250626_0_L2A,2025-06-26 09:30:03.295000+00:00,2025-06,Epirus,MGRS-34SDJ,0.12,0.053584,0.082198,0.073584,0.326686,0.245574,0.14117,0.6323,-0.1417,0.1417,-0.0874
S2C_34SDJ_20250527_0_L2A,2025-05-27 09:30:02.674000+00:00,2025-05,Epirus,MGRS-34SDJ,0.83,0.049419,0.082802,0.064938,0.337087,0.217957,0.125477,0.6769,-0.2146,0.2146,-0.1548
S2C_34TEK_20250430_0_L2A,2025-04-30 09:39:43.092000+00:00,2025-04,Epirus,MGRS-34TEK,0.41,0.032678,0.061549,0.054425,0.247484,0.180987,0.107798,0.6395,-0.1552,0.1552,-0.0868
S2B_34TEK_20240927_0_L2A,2024-09-27 09:39:21.123000+00:00,2024-09,Epirus,MGRS-34TEK,0.0,0.028386,0.047961,0.042104,0.231712,0.158692,0.092638,0.6925,-0.187,0.187,-0.1287
S2A_34SDJ_20240823_0_L2A,2024-08-23 09:39:36.891000+00:00,2024-08,Epirus,MGRS-34SDJ,4.3,0.090125,0.108125,0.107243,0.274419,0.224861,0.140544,0.438,-0.0993,0.0993,-0.0466
S2B_34SDJ_20240729_0_L2A,2024-07-29 09:39:41.169000+00:00,2024-07,Epirus,MGRS-34SDJ,0.0,0.050253,0.071653,0.070943,0.264939,0.215657,0.132447,0.5776,-0.1025,0.1025,-0.0475
S2A_34SDJ_20240621_0_L2A,2024-06-21 09:29:47.677000+00:00,2024-06,Epirus,MGRS-34SDJ,0.25,0.052386,0.086595,0.084034,0.324841,0.252123,0.149139,0.589,-0.126,0.126,-0.0576
S2B_34SEJ_20240520_0_L2A,2024-05-20 09:39:34.254000+00:00,2024-05,Epirus,MGRS-34SEJ,4.37,0.042424,0.074777,0.061593,0.308204,0.200398,0.119144,0.6669,-0.212,0.212,-0.1447
S2B_34SDJ_20240427_0_L2A,2024-04-27 09:29:41.803000+00:00,2024-04,Epirus,MGRS-34SDJ,1.85,0.058259,0.084606,0.067949,0.319973,0.205275,0.123965,0.6497,-0.2184,0.2184,-0.1612
S2B_34SEJ_20230923_0_L2A,2023-09-23 09:39:38.637000+00:00,2023-09,Epirus,MGRS-34SEJ,0.0,0.037353,0.06508,0.063824,0.261299,0.194214,0.1165,0.6074,-0.1473,0.1473,-0.073
S2B_34SDJ_20230821_0_L2A,2023-08-21 09:29:47.601000+00:00,2023-08,Epirus,MGRS-34SDJ,0.0,0.054816,0.076283,0.072504,0.285783,0.227867,0.137822,0.5953,-0.1128,0.1128,-0.0628
S2B_34SEJ_20230725_0_L2A,2023-07-25 09:39:41.054000+00:00,2023-07,Epirus,MGRS-34SEJ,0.0,0.053122,0.076775,0.068384,0.297893,0.201711,0.116179,0.6266,-0.1925,0.1925,-0.1303
S2A_34TDK_20230620_0_L2A,2023-06-20 09:39:29.135000+00:00,2023-06,Epirus,MGRS-34TDK,0.14,0.036037,0.065684,0.047579,0.322569,0.192202,0.102314,0.7429,-0.2533,0.2533,-0.1986
S2B_34SDJ_20230506_0_L2A,2023-05-06 09:39:42.156000+00:00,2023-05,Epirus,MGRS-34SDJ,9.32,0.131479,0.145249,0.127817,0.318953,0.211481,0.146064,0.4278,-0.2026,0.2026,-0.1407
S2B_34TDK_20230413_0_L2A,2023-04-13 09:29:28.917000+00:00,2023-04,Epirus,MGRS-34TDK,0.0,0.079888,0.101314,0.102614,0.260768,0.202917,0.135658,0.4352,-0.1248,0.1248,-0.0544
S2A_34SDJ_20220920_0_L2A,2022-09-20 09:29:50.590000+00:00,2022-09,Epirus,MGRS-34SDJ,0.02,0.040558,0.064914,0.061946,0.253014,0.207925,0.126527,0.6066,-0.0978,0.0978,-0.0421
S2B_34SEJ_20220816_0_L2A,2022-08-16 09:29:42.305000+00:00,2022-08,Epirus,MGRS-34SEJ,2.79,0.078956,0.101537,0.092392,0.303726,0.241857,0.156523,0.5335,-0.1134,0.1134,-0.0676
S2A_34SDJ_20220725_0_L2A,2022-07-25 09:39:49.812000+00:00,2022-07,Epirus,MGRS-34SDJ,0.17,0.048621,0.072616,0.071574,0.260576,0.216878,0.128887,0.569,-0.0915,0.0915,-0.0347
S2B_34SDJ_20220627_0_L2A,2022-06-27 09:29:47.894000+00:00,2022-06,Epirus,MGRS-34SDJ,0.04,0.06048,0.084985,0.076952,0.304802,0.242791,0.153222,0.5968,-0.1132,0.1132,-0.0665
S2B_34SDJ_20220521_0_L2A,2022-05-21 09:39:39.513000+00:00,2022-05,Epirus,MGRS-34SDJ,0.13,0.047165,0.069939,0.058281,0.282687,0.189548,0.115859,0.6581,-0.1972,0.1972,-0.142
S2A_34TEK_20220426_0_L2A,2022-04-26 09:39:26.306000+00:00,2022-04,Epirus,MGRS-34TEK,0.21,0.063003,0.08963,0.097433,0.235536,0.175162,0.112731,0.4148,-0.147,0.147,-0.0454
S2A_34SEJ_20210925_1_L2A,2021-09-25 09:29:43.292000+00:00,2021-09,Epirus,MGRS-34SEJ,0.0,0.047102,0.073802,0.071945,0.282403,0.213749,0.130717,0.5939,-0.1384,0.1384,-0.0712
S2B_34SEJ_20210824_0_L2A,2021-08-24 09:39:33.664000+00:00,2021-08,Epirus,MGRS-34SEJ,0.74,0.054365,0.076425,0.075048,0.270897,0.214119,0.130368,0.5661,-0.1171,0.1171,-0.0587
S2A_34SDJ_20210730_1_L2A,2021-07-30 09:39:42.800000+00:00,2021-07,Epirus,MGRS-34SDJ,0.0,0.045181,0.074323,0.076805,0.276214,0.220865,0.131628,0.5649,-0.1113,0.1113,-0.0383
S2A_34SDJ_20210627_1_L2A,2021-06-27 09:29:44.431000+00:00,2021-06,Epirus,MGRS-34SDJ,0.0,0.055888,0.088804,0.082407,0.328832,0.251941,0.151945,0.5992,-0.1324,0.1324,-0.0701
S2B_34SDJ_20210523_1_L2A,2021-05-23 09:29:42.965000+00:00,2021-05,Epirus,MGRS-34SDJ,0.01,0.054736,0.088418,0.073213,0.340184,0.22673,0.13847,0.6458,-0.2001,0.2001,-0.1367
S2B_34SDJ_20210426_0_L2A,2021-04-26 09:39:34.504000+00:00,2021-04,Epirus,MGRS-34SDJ,5.25,0.11001,0.124806,0.113914,0.282035,0.2061,0.140833,0.4246,-0.1556,0.1556,-0.1012
S2A_34SDJ_20200930_0_L2A,2020-09-30 09:29:48.452000+00:00,2020-09,Epirus,MGRS-34SDJ,4.91,0.064118,0.08507,0.076869,0.257267,0.197247,0.124302,0.5399,-0.1321,0.1321,-0.0794
S2B_34TEK_20200829_1_L2A,2020-08-29 09:39:24.501000+00:00,2020-08,Epirus,MGRS-34TEK,0.0,0.032756,0.052409,0.04469,0.266647,0.170652,0.098062,0.7129,-0.2195,0.2195,-0.1633
S2B_34SDJ_20200730_1_L2A,2020-07-30 09:39:42.262000+00:00,2020-07,Epirus,MGRS-34SDJ,0.18,0.050996,0.07072,0.065832,0.268077,0.20845,0.127504,0.6057,-0.1251,0.1251,-0.0755
S2B_34TDK_20200630_1_L2A,2020-06-30 09:39:27.557000+00:00,2020-06,Epirus,MGRS-34TDK,0.16,0.041281,0.067553,0.053525,0.318905,0.20714,0.120201,0.7126,-0.2125,0.2125,-0.1603
S2A_34SDJ_20200523_0_L2A,2020-05-23 09:29:48.617000+00:00,2020-05,Epirus,MGRS-34SDJ,1.73,0.05799,0.088961,0.076034,0.326767,0.230448,0.137057,0.6225,-0.1729,0.1729,-0.1132
S2B_34TDK_20200418_1_L2A,2020-04-18 09:29:23.520000+00:00,2020-04,Epirus,MGRS-34TDK,0.0,0.063641,0.090397,0.091181,0.279727,0.223244,0.145773,0.5083,-0.1123,0.1123,-0.044
S2A_34TEK_20190929_1_L2A,2019-09-29 09:39:22.674000+00:00,2019-09,Epirus,MGRS-34TEK,0.0,0.025737,0.049523,0.046045,0.243464,0.165893,0.092567,0.6819,-0.1895,0.1895,-0.119
S2A_34SDJ_20190827_1_L2A,2019-08-27 09:29:44.201000+00:00,2019-08,Epirus,MGRS-34SDJ,0.3,0.054683,0.081582,0.082061,0.290834,0.242779,0.145204,0.5599,-0.0901,0.0901,-0.0308
S2A_34SEJ_20190728_1_L2A,2019-07-28 09:29:44.560000+00:00,2019-07,Epirus,MGRS-34SEJ,0.0,0.051582,0.085096,0.073263,0.338396,0.23949,0.140989,0.6441,-0.1712,0.1712,-0.1099
S2A_34SDJ_20190628_1_L2A,2019-06-28 09:29:47.354000+00:00,2019-06,Epirus,MGRS-34SDJ,0.24,0.053612,0.085464,0.074365,0.339157,0.244781,0.14283,0.6403,-0.1616,0.1616,-0.1034
S2B_34SDJ_20190517_0_L2A,2019-05-17 09:39:48.147000+00:00,2019-05,Epirus,MGRS-34SDJ,9.78,0.161472,0.173554,0.156095,0.349971,0.229397,0.159262,0.3831,-0.2081,0.2081,-0.1404
S2A_34SEJ_20190429_0_L2A,2019-04-29 09:29:43.345000+00:00,2019-04,Epirus,MGRS-34SEJ,4.53,0.15843,0.179681,0.174889,0.34361,0.263494,0.187693,0.3254,-0.132,0.132,-0.0677
S2A_34TEK_20180924_0_L2A,2018-09-24 09:34:42+00:00,2018-09,Epirus,MGRS-34TEK,0.09,0.03564,0.053817,0.047125,0.237046,0.164244,0.091406,0.6683,-0.1814,0.1814,-0.1267
S2B_34SDJ_20180830_0_L2A,2018-08-30 09:39:11.199000+00:00,2018-08,Epirus,MGRS-34SDJ,0.75,0.053345,0.070481,0.064222,0.241543,0.195391,0.121914,0.5799,-0.1056,0.1056,-0.0636
S2A_34TDK_20180723_0_L2A,2018-07-23 09:28:11.251000+00:00,2018-07,Epirus,MGRS-34TDK,1.48,0.046466,0.082128,0.072056,0.329863,0.234962,0.140784,0.6414,-0.168,0.168,-0.1014
S2A_34SDJ_20180613_0_L2A,2018-06-13 09:20:27.457000+00:00,2018-06,Epirus,MGRS-34SDJ,1.47,0.060436,0.09443,0.085396,0.324006,0.24455,0.148398,0.5828,-0.1398,0.1398,-0.0763
S2B_34SDJ_20180522_0_L2A,2018-05-22 09:30:31.464000+00:00,2018-05,Epirus,MGRS-34SDJ,0.75,0.05143,0.076333,0.064812,0.28165,0.192694,0.118934,0.6259,-0.1875,0.1875,-0.128
S2A_34SDJ_20180427_0_L2A,2018-04-27 09:37:34.964000+00:00,2018-04,Epirus,MGRS-34SDJ,0.47,0.047924,0.071853,0.060701,0.277927,0.191113,0.112437,0.6415,-0.1851,0.1851,-0.1282
S2B_34SEJ_20170911_0_L2A,2017-09-11 09:28:51.760000+00:00,2017-09,Epirus,MGRS-34SEJ,0.08,0.051901,0.077943,0.075063,0.272312,0.209276,0.130302,0.5678,-0.1309,0.1309,-0.0655
S2B_34TDK_20170825_0_L2A,2017-08-25 09:36:30.233000+00:00,2017-08,Epirus,MGRS-34TDK,0.03,0.036845,0.061832,0.062252,0.275767,0.203828,0.122313,0.6317,-0.15,0.15,-0.0804
S2B_34SDJ_20170723_0_L2A,2017-07-23 09:28:53.548000+00:00,2017-07,Epirus,MGRS-34SDJ,0.08,0.058699,0.082571,0.079152,0.291661,0.234963,0.148528,0.5731,-0.1077,0.1077,-0.0545
S2A_34SDJ_20170611_0_L2A,2017-06-11 09:34:33.572000+00:00,2017-06,Epirus,MGRS-34SDJ,14.62,0.238136,0.24176,0.227275,0.389488,0.252848,0.182188,0.263,-0.2127,0.2127,-0.1332
S2A_34SEJ_20170502_0_L2A,2017-05-02 09:33:58.494000+00:00,2017-05,Epirus,MGRS-34SEJ,10.81,0.117712,0.140284,0.130913,0.309913,0.217092,0.140337,0.4061,-0.1761,0.1761,-0.1027
S2A_34TEK_20170402_0_L2A,2017-04-02 09:38:44.724000+00:00,2017-04,Epirus,MGRS-34TEK,3.85,0.071224,0.092599,0.100688,0.225057,0.167623,0.108772,0.3818,-0.1463,0.1463,-0.0495
S2B_34TEK_20250919_0_L2A,2025-09-19 09:29:22.807000+00:00,2025-09,Thessaly,MGRS-34TEK,0.0,0.054949,0.081393,0.095352,0.281405,0.275776,0.181329,0.4938,-0.0101,0.0101,0.0492
S2B_34SFJ_20250830_0_L2A,2025-08-30 09:29:37.145000+00:00,2025-08,Thessaly,MGRS-34SFJ,0.09,0.074811,0.109509,0.139449,0.300319,0.296524,0.201137,0.3658,-0.0064,0.0064,0.075
S2C_34SFJ_20250626_0_L2A,2025-06-26 09:29:56.719000+00:00,2025-06,Thessaly,MGRS-34SFJ,0.05,0.079916,0.115197,0.143315,0.308168,0.311016,0.203061,0.3651,0.0046,-0.0046,0.0786
S2A_34SFJ_20250526_0_L2A,2025-05-26 09:19:56.263000+00:00,2025-05,Thessaly,MGRS-34SFJ,0.16,0.045568,0.06576,0.06553,0.204518,0.159465,0.103344,0.5147,-0.1238,0.1238,-0.0528
S2A_34TFK_20250419_1_L2A,2025-04-19 09:29:34.815000+00:00,2025-04,Thessaly,MGRS-34TFK,0.85,0.05513,0.077294,0.06928,0.241887,0.161354,0.102767,0.5547,-0.1997,0.1997,-0.1258
S2A_34SFJ_20240926_1_L2A,2024-09-26 09:19:43.753000+00:00,2024-09,Thessaly,MGRS-34SFJ,0.71,0.032157,0.0516,0.056356,0.182169,0.167407,0.111671,0.5275,-0.0422,0.0422,0.0215
S2B_34SFJ_20240822_0_L2A,2024-08-22 09:19:38.648000+00:00,2024-08,Thessaly,MGRS-34SFJ,0.87,0.052563,0.085693,0.099797,0.299095,0.257543,0.166407,0.4996,-0.0746,0.0746,0.008
S2A_34SFJ_20240728_0_L2A,2024-07-28 09:19:41.958000+00:00,2024-07,Thessaly,MGRS-34SFJ,1.36,0.053477,0.088417,0.104468,0.282109,0.251035,0.156514,0.4595,-0.0583,0.0583,0.0288
S2B_34SFJ_20240623_0_L2A,2024-06-23 09:19:42.170000+00:00,2024-06,Thessaly,MGRS-34SFJ,0.01,0.059112,0.093011,0.111947,0.272962,0.252972,0.171606,0.4183,-0.038,0.038,0.0471
S2A_34SFJ_20240522_0_L2A,2024-05-22 09:29:35.811000+00:00,2024-05,Thessaly,MGRS-34SFJ,0.07,0.056804,0.087829,0.098902,0.265402,0.236807,0.162741,0.457,-0.0569,0.0569,0.0205
S2A_34SFJ_20240409_0_L2A,2024-04-09 09:19:39.150000+00:00,2024-04,Thessaly,MGRS-34SFJ,0.01,0.036267,0.059976,0.056696,0.247699,0.169149,0.107939,0.6275,-0.1884,0.1884,-0.114
S2A_34SFJ_20230922_0_L2A,2023-09-22 09:19:40.997000+00:00,2023-09,Thessaly,MGRS-34SFJ,0.04,0.028713,0.063277,0.070557,0.212809,0.184993,0.122,0.502,-0.0699,0.0699,0.0282
S2B_34SFJ_20230821_0_L2A,2023-08-21 09:29:41.050000+00:00,2023-08,Thessaly,MGRS-34SFJ,0.0,0.07192,0.100157,0.123431,0.293931,0.286995,0.195858,0.4085,-0.0119,0.0119,0.0574
S2B_34SEJ_20230722_0_L2A,2023-07-22 09:29:45.717000+00:00,2023-07,Thessaly,MGRS-34SEJ,0.0,0.063892,0.096027,0.106582,0.325798,0.289552,0.186641,0.507,-0.0589,0.0589,0.0082
